ARTEMIS_APPLICATION_ID,ARTEMIS_CATEGORY_ID,ARTEMIS_SUB_CATEGORY_ID,ARTEMIS_ID,COINGECKO_ID,ECOSYSTEM_ID,DEFILLAMA_PROTOCOL_ID,VISIBILITY,SYMBOL,ICON,APP_NAME,DESCRIPTION,WEBSITE_URL,GITHUB_URL,X_HANDLE,DISCORD_HANDLE,DEVELOPER_NAME,DEVELOPER_EMAIL,DEVELOPER_X_HANDLE,LAST_UPDATED_BY,LAST_UPDATED_TIMESTAMP
kaiching,infrastructure,data_availability,,,,,TRUE,,,Kai Ching,,,,,,,,,horace@artemisanalytics.xyz,2025-04-23 11:51:54.423
samurai_saga,,,,,,,TRUE,,,Samurai Saga,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
chasm_ai,token,,,,,,TRUE,,,ChasmAI,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
agni_finance,defi,amm,,,,,TRUE,,,Agni Finance,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
ethereum_injective_bridge,bridge,cross_chain_bridge,,,,,TRUE,,,Ethereum Injective Bridge,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
solgpt,other,ai_agent,,,,,TRUE,GPT,,SolGPT,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
candy_dreams,gaming,metaverse,,,,,TRUE,,,Candy Dreams,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
yield,asset_management,yield,,,,,TRUE,,,Yield,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
cowtopia,gaming,metaverse,,,,,TRUE,,,Cowtopia,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
alphafounders,,,,,,,TRUE,,,Alphafounders,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
moonveil_badges,token,,,,,,TRUE,,,Moonveil Badges,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
onyx,infrastructure,,,chain-2,,,TRUE,xcn,https://coin-images.coingecko.com/coins/images/24210/small/onyxlogo.jpg?1696523397,Onyxcoin,"Onyxcoin (XCN) is the native cryptocurrency of the Onyx Protocol, a decentralized blockchain infrastructure aimed at enhancing financial services. Launched in 2021, Onyxcoin operates on the Ethereum platform and serves multiple functions within its ecosystem.",https://www.onyx.org/,https://github.com/Onyx-Protocol,https://x.com/OnyxDAO,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
sushiswap,defi,amm,,sushi,,119.00000,TRUE,sushi,https://coin-images.coingecko.com/coins/images/12271/small/512x512_Logo_no_chop.png?1696512101,Sushiswap,"SushiSwap is a decentralized exchange (DEX) built on Ethereum and other blockchains, offering automated token swaps, yield farming, and liquidity provision through an AMM (Automated Market Maker) model.",https://www.sushi.com/ethereum/swap,https://github.com/sushiswap,https://x.com/SushiSwap,https://discord.com/invite/sushi-swap,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
b3,gaming,,,b3,,,TRUE,b3,https://coin-images.coingecko.com/coins/images/54287/small/B3.png?1739001374,B3,"B3 is a gaming-focused blockchain ecosystem built on Base that provides dedicated blockspace for game developers seeking affordable, rapid, and secure EVM compatibility. The platform serves both developers through customizable app chains within its gaming superchain infrastructure, and players through its basement.fun hub where users can discover and engage with various onchain games.",https://www.b3.fun/,,https://x.com/b3dotfun,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
stader_ethx,staking,liquid_staking,,stader-ethx,,,TRUE,ethx,https://coin-images.coingecko.com/coins/images/30870/small/staderx.png?1696529717,Stader ETHx,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
maverick_protocol,defi,amm,maverick_protocol,maverick-protocol,,284.00000,TRUE,mav,https://coin-images.coingecko.com/coins/images/30850/small/MAV_Logo.png?1696529701,Maverick Protocol,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
synapse,bridge,cross_chain_bridge,,synapse-2,,657.00000,TRUE,syn,https://coin-images.coingecko.com/coins/images/18024/small/synapse_social_icon.png?1696517540,Synapse,"Synapse is a decentralized cross-chain protocol that facilitates secure and seamless transfer of assets and data across various blockchains. It supports cross-chain asset movements, smart contract calls, and NFTs, enabling developers to build interoperable decentralized applications (dApps) across multiple networks.",https://synapseprotocol.com/,https://github.com/synapsecns,https://x.com/synapseprotocol,https://discord.gg/synapseprotocol,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
ens,infrastructure,name_service_tool,,ethereum-name-service,,,TRUE,ens,https://coin-images.coingecko.com/coins/images/19785/small/ENS.jpg?1727872989,Ens,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
lamarissmiley,,,,chiliz,,,TRUE,chz,https://coin-images.coingecko.com/coins/images/8834/small/CHZ_Token_updated.png?1696508986,Lamarissmiley,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
aavegotchi,gaming,metaverse,,aavegotchi,,673.00000,TRUE,ghst,https://coin-images.coingecko.com/coins/images/12467/small/GHST.png?1696512286,Aavegotchi,"Aavegotchi is a unique NFT-based game and digital collectible platform built on Ethereum that combines elements of decentralized finance (DeFi) with gaming. In Aavegotchi, each digital collectible—known as an Aavegotchi—is an NFT that is staked with Aave’s interest-bearing tokens (aTokens). This staking mechanism not only backs each Aavegotchi with collateral but also enables it to generate yield, blending collectible value with financial utility.",https://www.aavegotchi.com/,,https://x.com/Aavegotchi,https://discord.gg/Aavegotchi,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
thruster,defi,amm,,,,,TRUE,,,Thruster DEX,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
hex,other,memecoin,,hex,,937.00000,TRUE,hex,https://coin-images.coingecko.com/coins/images/10103/small/HEX-logo.png?1696510130,Hex,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
crypto_bot,other,ai_agent,,,,,TRUE,,,Crypto Bot,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
catton_ai,gaming,metaverse,,,,,TRUE,,,Catton AI,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
mochi,token,,,MOCHI,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1743186056/application-icons/kqsxsyw2pp4yji3gurbg.jpg,MOCHI,"Named after the CEO of Coinbase's pet cat, $MOCHI pairs the unstoppable narrative of being Brian Armstrong's cat with Coinbase's push to bring the masses onchain to Base.",https://mochithecatcoin.com/,,https://x.com/mochi_token,,,,,terminal@artemisanalytics.xyz,2025-03-28 19:02:47.170
chat3,other,social,,,,,TRUE,,,Chat3,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
wrapped_mantle,token,,,,,,TRUE,,,Wrapped Mantle,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
swftswap,bridge,cross_chain_bridge,,,,,TRUE,,,Swftswap,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
clubs,,,,,,,TRUE,,,Clubs,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
mindgames,,,,,,,TRUE,,,Mindgames,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
dark_machine,,,,,,,TRUE,,,Dark Machine,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
agentlayer,other,ai_agent,,,,,TRUE,,,AgentLayer,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
fusion_lock,,,,,,,TRUE,,,FusionLock,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
only_one,,,,only1,,,TRUE,like,https://coin-images.coingecko.com/coins/images/17501/small/LIKE_2x.png?1741248314,Only1,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
paynet,,,,,,,TRUE,,,Paynet,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
hydro,defi,collateralized_lending,,,,,TRUE,,,Hydro,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
launchmynft,nft_app,nft_launchpad,,,,,TRUE,,,LaunchMyNFT,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
wisdom_tree,asset_management,,,,,,TRUE,,,Wisdom Tree,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
springsui,staking,liquid_staking,,,,,TRUE,,https://strapi-dev.scand.app/uploads/Spring_Sui_logo_c595de8bd8.png,Spring Sui,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
mj_sbt,,,,,,,TRUE,,,MJ SBT,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
cat_vs_monsters,,,,,,,TRUE,,,Cat vs Monsters,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
bend,nft_app,nft_lending,,benddao,,2554.00000,TRUE,bend,https://coin-images.coingecko.com/coins/images/22829/small/benddao.PNG?1696522130,Bend,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
orbit,bridge,router,,,,,TRUE,,,Orbit,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
reward_station,,,,,,,TRUE,,,Reward Station,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
fusotao,blockchain,l1,,fusotao,,,TRUE,tao,https://coin-images.coingecko.com/coins/images/26743/small/a4JTO1De_400x400.jpeg?1696525812,Fusotao,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
hotbit,cefi,cex,,,,,TRUE,,,hotbit,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
revolut,cefi,cex,,,,,TRUE,,,Revolut,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
dai,stablecoin,algorithmic_stablecoin,dai,dai,,,TRUE,dai,https://coin-images.coingecko.com/coins/images/9956/small/Badge_Dai.png?1696509996,Dai,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
yearn,asset_management,yield_aggregator,,yearn-finance,,,TRUE,yfi,https://coin-images.coingecko.com/coins/images/11849/small/yearn.jpg?1696511720,Yearn,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
metaplex,nft_app,nft_launchpad,,metaplex,,,TRUE,mplx,https://coin-images.coingecko.com/coins/images/27344/small/mplx.png?1696526391,Metaplex,"The Metaplex Protocol is a decentralized platform built on the Solana blockchain, designed to facilitate the creation, sale, and management of digital assets. It offers tools and standards for developers, creators and businesses to build decentralized applications.",,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
apenft,nft_app,nft_marketplace,,apenft,,,TRUE,nft,https://coin-images.coingecko.com/coins/images/15687/small/apenft.jpg?1696515316,APENFT,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
renzo_protocol,staking,restaking,renzo_protocol,renzo,,3798.00000,TRUE,rez,https://coin-images.coingecko.com/coins/images/37327/small/renzo_200x200.png?1714025012,Renzo Protocol,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
oneinch,defi,aggregator,,1inch,,189.00000,TRUE,1inch,https://coin-images.coingecko.com/coins/images/13469/small/1inch-token.png?1696513230,Oneinch,1inch is a decentralized exchange aggregator that searches across multiple liquidity sources to find the most efficient trading routes for cryptocurrency swaps.,https://1inch.io/,https://github.com/1inch,https://twitter.com/intent/follow?screen_name=1inch,https://discord.com/invite/1inch,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
paraswap,defi,aggregator,,paraswap,,894.00000,TRUE,psp,https://coin-images.coingecko.com/coins/images/20403/small/ep7GqM19_400x400.jpg?1696519812,Paraswap,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
kismet,gaming,metaverse,,,,,TRUE,,,Kismet,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
dragonswap,,,,,,,TRUE,,,Dragonswap,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
7_marvel,other,,,,,,TRUE,,,7 Marvel,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
tocandy,infrastructure,token_locker,,,,,TRUE,,,ToCandy,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
meteora,defi,amm,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740428906/application-icons/8ffbab8c-ad11-4bf4-8b8f-1e86d68bee35.png,Meteora,"The Meteora project operates as a decentralized finance (DeFi) project on the Solana blockchain, offering dynamic liquidity protocols. It utilizes a Dynamic Liquidity Market Maker (DLMM) that provides liquidity providers with access to dynamic fees and precise liquidity concentration in real-time.",,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
multicall3,,,,,,,TRUE,,,Multicall3,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
bitbond,stablecoin,,,,,,TRUE,,,Bitbond,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
phoenix,defi,amm,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740429328/application-icons/31d02e87-1fd9-4fde-b892-073fa8c89c15.png,Phoenix,"The fastest on-chain orderbook in DeFi. Meet the new standard for trading in DeFi. Place limit orders with unparalleled speed, efficiency, and transparency.",,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
artfi,,,,,,,TRUE,,https://strapi-dev.scand.app/uploads/Artfi_Logo_4b83c3aaf5.jpg,Artfi,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
collectr,other,creator,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1743010563/application-icons/ylhdafdqd4bdtkspue2w.png,Collectr,Monthly collectibles inspired by onchain culture on Base ✨,https://collectr.live,,https://x.com/collectrs,,Kusari (formerly uwu Labs),,https://x.com/bykusari,terminal@artemisanalytics.xyz,2025-03-26 19:02:37.170
nochill,,,,nochill,,,TRUE,NOCHILL,,NoChill,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
opensea,nft_app,nft_marketplace,,,,2631.00000,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740429087/application-icons/84858ce2-ae52-4d4f-ad47-04ef18f23444.png,Opensea,"OpenSea is the world's largest NFT marketplace where users can buy, sell, and discover digital assets including artwork, collectibles, gaming items, and other blockchain-based tokens.",https://opensea.io/,,https://x.com/opensea,https://discord.gg/opensea,OpenSea,,https://x.com/opensea,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
alpha_capital,cefi,market_maker,,alpha-brain-capital-2,,,TRUE,acap,,Alpha Capital,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
booped,other,social,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1743210586/application-icons/nplgqqruwyuwmuqi8j1k.jpg,Booped,"The internet used to be fun! Let's bring back pointless, nostalgic internet games like the early internet days. Boop is an onchain version of Facebook pokes, built on Base. Onchain frens don't let frens go unbooped.",https://www.booped.xyz/,,,,Crystal Tai,,https://x.com/crystaltaixyz,terminal@artemisanalytics.xyz,2025-05-03 16:02:29.372
dogecoin20,,,,,,,TRUE,,,Dogecoin20,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
eigenpie,staking,liquid_restaking,eigenpie,,,3926.00000,TRUE,egp,,Eigenpie,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
sol_incinerator,,,,,,,TRUE,,,Sol-Incinerator,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
zkysnc,blockchain,l2,zksync_era_bridge,,,3625.00000,TRUE,zksync_bridge,,Zkysnc,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
base_bridge,bridge,cross_chain_bridge,base_bridge,,,3624.00000,TRUE,base_bridge,,Base Bridge,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
wintermute,cefi,market_maker,,,,,TRUE,,,Wintermute,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
shadow_mysteries,gaming,metaverse,,,,,TRUE,,,Shadow Mysteries,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
alchemix,defi,uncollateralized_lending,,alchemix,,204.00000,TRUE,alcx,https://coin-images.coingecko.com/coins/images/14113/small/Alchemix.png?1696513834,Alchemix,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
wave_wallet,infrastructure,eoa,,,,,TRUE,,https://strapi-dev.scand.app/uploads/wave_logo_008824b972.jpg,Wave Wallet,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
axie_infinity,gaming,metaverse,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740429618/application-icons/347791d6-a184-44b7-ab41-8d6056f1ec5c.png,Axie Infinity,"Axie Infinity is a blockchain-based game where players collect, breed, and battle digital creatures known as Axies. The game incorporates a play-to-earn model, allowing players to earn cryptocurrency rewards through gameplay.",https://chatgpt.com/c/67bcd47c-8b78-8006-bfa1-596a8638fdd7#:~:text=https%3A//axieinfinity.com,https://github.com/axieinfinity,https://twitter.com/AxieInfinity,https://discord.com/invite/axie,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
world_id,other,governance_incentives,,,,,TRUE,,,World Id,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
trader_joe,defi,amm,,joe,,2906.00000,TRUE,joe,https://coin-images.coingecko.com/coins/images/17569/small/LFJ_JOE_Logo.png?1727200941,Trader Joe,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
rss3,other,social_media,,rss3,,,TRUE,rss3,https://coin-images.coingecko.com/coins/images/23575/small/rss3.jpeg?1718351333,Rss3,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
raydium,defi,amm,,raydium,,214.00000,TRUE,ray,https://coin-images.coingecko.com/coins/images/13928/small/PSigc4ie_400x400.jpg?1696513668,Raydium,"Raydium is a decentralized exchange (DEX) built on the Solana blockchain that combines an automated market maker (AMM) model with access to Serum's central limit order book, allowing users to benefit from both AMM liquidity and order book trading. The protocol offers several DeFi features including liquidity pools, yield farming, token swaps, and IDO launchpad services, all while leveraging Solana's high speed and low transaction costs. A key differentiator is Raydium's unique fusion of AMM and order book liquidity, which helps reduce slippage and provide better pricing for traders compared to traditional AMMs.",https://raydium.io/swap/,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
bittorent,depin,digital_resource_network,,bittorrent,,,TRUE,btt,https://coin-images.coingecko.com/coins/images/22457/small/btt_logo.png?1696521780,BitTorrent,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
boundless,infrastructure,privacy,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740770966/application-icons/f8667912-b9aa-460a-ab33-e38b5f06d876.png,Boundless,"Boundless is a zero-knowledge protocol that enables cross-chain compatibility by providing unlimited computational capacity while maintaining blockchain security guarantees. It allows developers to build complex applications without traditional execution constraints through automated proof generation and settlement services, featuring extensions like Steel and Kailua that enhance performance and cost-efficiency while supporting familiar development tools.",https://beboundless.xyz,,https://x.com/boundless_xyz,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
floor,nft_app,nft_marketplace,,,,,TRUE,,,Floor,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
solcard,payments,on_ramp,,solcard,,,TRUE,solc,https://coin-images.coingecko.com/coins/images/36158/small/solcard-logo-256.png?1710743770,SolCard,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
ninjavaults,defi,options_vault,,,,,TRUE,,,Ninja Vaults,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
definitive,defi,aggregator,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1743623971/application-icons/eqojhaxnfckshthvbvfs.jpg,Definitive,"Trade any asset on any chain like a pro with advanced order types. Discover better prices, deeper liquidity, and best execution all from a single platform. $EDGE is Definitive's utility token designed to enhance your trading experience. Stake $EDGE to enjoy lower fees, gain priority access to new features, and unlock exclusive rewards tailored for power users.",https://www.definitive.fi/,,https://x.com/DefinitiveFi,,,,,terminal@artemisanalytics.xyz,2025-04-05 19:02:33.738
nftfi,nft_app,nft_lending,,,,,TRUE,,,Nftfi,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
samsara,other,ai_agent,,SAMS,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1743473379/application-icons/wvlkubmh3fxpjnzstikn.jpg,Samsara,"Samsara ($SAMS) is a revolutionary platform that democratizes the creation and deployment of AI agents, making advanced artificial intelligence accessible to everyone. By combining cutting-edge AI technology with blockchain integration, Samsara enables users to build, deploy, and monetize custom AI assistants without any coding knowledge. This outlines Samsara's vision to transform both traditional businesses and the Web3 ecosystem. Key features of Samsara include: No-code AI agent builder Seamless integration with popular platforms like Telegram and Twitter Decentralized marketplace for AI agent monetization Native token ($SAMS) powering the ecosystem Bridge between real-world applications and Web3 technologies Samsara aims to empower individuals and businesses to harness the power of AI, creating a new paradigm of human-AI interaction and economic opportunity.",https://www.samsara.build/,,https://x.com/Samsara_build,,,,,kevin.kim@artemisanalytics.xyz,2025-04-01 19:03:00.785
astrokarts,gaming,metaverse,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1746038746/application-icons/BfSBn2YX_400x400_jxqeyh.jpg,Astro Karts,"Astro Karts is a free-to-play, sci-fi kart racing game built on the Sei blockchain. Players race as uniquely styled characters in customizable UFO karts across dynamic maps like the newly launched SEI Station. The game features real-time multiplayer, adjustable AI difficulty, on-chain asset ownership, and weekly community game nights. Developed by The EgoVerse studio, Astro Karts integrates wallet connect features, rare NFT collectibles, and community-driven updates, offering competitive fun for both casual players and hardcore racers alike.",https://astrokarts.io/,,,,,,,terminal@artemisanalytics.xyz,2025-04-29 11:31:28.577
project_galaxy,nft_app,nft_marketplace,,,,,TRUE,,,Project Galaxy,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
venice_ai,infrastructure,,,,,,TRUE,,,Venice AI,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
ktccoin,token,,,,,,TRUE,,,KTCCoin,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
0xastra,gaming,metaverse,,,,,TRUE,,,0xAstra,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
multisender,infrastructure,token_locker,,,,,TRUE,,,Multisender,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
0xscope,infrastructure,indexing,,,,,TRUE,,,0xScope,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
puffer_finance,,,puffer_finance,,,3968.00000,TRUE,,,Puffer Finance,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
creal,,,creal,celo-real-creal,,,TRUE,creal,https://coin-images.coingecko.com/coins/images/27205/small/creal.png?1696526254,cREAL,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
seed,gaming,metaverse,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1744667257/application-icons/m6vmuyWB_400x400_ieqsdb.jpg,SEED,"SeedDAO is a decentralized autonomous organization (DAO) that merges Web3 gaming with community-driven project acceleration. It offers a Telegram-based role-playing game (RPG) where users engage in activities like planting trees, collecting SEED tokens, and raising virtual pets, while also providing funding and mentorship to emerging blockchain projects through its accelerator program, Seed Combinator.",https://seeddao.org/,,https://x.com/SeedCombinator,,,,,terminal@artemisanalytics.xyz,2025-04-13 11:31:28.563
zeroway,defi,collateralized_lending,,,,,TRUE,,,Zeroway,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
black_panther,,,,black-panther-fi,,,TRUE,black,https://coin-images.coingecko.com/coins/images/37219/small/BLACK.png?1713774259,Black Panther,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
port3,other,social_media,,,,,TRUE,,,Port3,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
wcoin,gaming,,,,,,TRUE,,,Wcoin,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
arbitrum_one_bridge,bridge,cross_chain_bridge,arbitrum_one_bridge,,,3621.00000,TRUE,arb_bridge,,Arbitrum One Bridge,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
btcturk,cefi,cex,,,,,TRUE,,,Btcturk,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
authz,blockchain,l1,,,,,TRUE,,,Authz,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
out,,,,,,,TRUE,,,Out,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
busd,stablecoin,fiat_backed_stablecoin,busd,,,,TRUE,busd,,Busd,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
defisaver,infrastructure,smart_contract_wallet,,,,,TRUE,,,Defisaver,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
pinksale,other,memecoin,,pinksale,,1807.00000,TRUE,pinksale,https://coin-images.coingecko.com/coins/images/17377/small/4cC4Fgs.png?1696516927,PinkSale,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
eco,stablecoin,fiat_backed_stablecoin,,ecox,,,TRUE,ecox,https://coin-images.coingecko.com/coins/images/27962/small/_ECOx.png?1696526981,ECOx,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
pixels,,,,,,,TRUE,,,Pixels,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
moonwell,defi,collateralized_lending,,,,,TRUE,,,Moonwell,"Moonwell is a decentralized finance (DeFi) platform that enables users to lend and borrow digital assets across multiple blockchain networks—including Base, Moonbeam, and Moonriver—through a secure, non-custodial interface. With features like dynamic interest rates, cross-chain asset support, and community-driven governance via the WELL token, Moonwell simplifies onchain finance while prioritizing accessibility and transparency. ",,,,,,,,seb@artemisanalytics.xyz,2025-05-06 16:02:55.489
farcaster,other,social_media,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1743273966/application-icons/hqvfgyahb4hyvrdpr7by.png,Farcaster,"Farcaster is a protocol that facilitates the creation and connection of social media apps. It operates on a blockchain infrastructure, promoting transparency, security, and decentralization. Farcaster's features include user autonomy, privacy, interoperability, and resistance to censorship.",https://www.farcaster.xyz/,https://github.com/farcasterxyz/,https://x.com/farcaster_xyz,,,,,terminal@artemisanalytics.xyz,2025-03-30 19:02:26.716
walletconnect,infrastructure,smart_contract_wallet,,,,,TRUE,,,WalletConnect,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
rabbithole,other,governance_incentives,,,,,TRUE,,,RabbitHole,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
clone_markets,defi,spot,,,,,TRUE,,,Clone Markets,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
